,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year
18620,Greg Hastings' Tournament Paintball Max'd,PS2,Activision,WXP,6.5,7.166666666666667,0.01,2006.0
18621,Nakayoshi All-Stars: Mezase Gakuen Idol,DS,Creative Core,Creative Core,8.433333333333332,5.333333333333333,0.01,2008.0
18622,Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,PSP,CyberFront,CyberFront,7.833333333333333,5.6000000000000005,0.01,2009.0
18623,Whac-A-Mole,GBA,Activision,DC Studios,5.733333333333333,6.533333333333334,0.01,2005.0
18624,Young Justice: Legacy,X360,Warner Bros. Interactive Entertainment,Freedom Factory Studios,4.8,7.133333333333333,0.01,2013.0
18625,Fullmetal Alchemist: Prince of the Dawn,Wii,Square Enix,Square Enix,7.800000000000001,6.833333333333333,0.01,2009.0
18626,Smart Kid's Gameclub,DS,UFO Interactive,Starfish Inc.,7.233333333333333,7.366666666666667,0.01,2007.0
18627,Fashionable Puppy: Oshare na Koinu DS,DS,MTO,MTO,7.400000000000001,7.733333333333334,0.01,2007.0
18628,Grooverider: Slot Car Thunder,GC,Encore,King of the Jungle,4.5,7.0,0.01,2003.0
18629,H2O+: Footprints in the Sand,PS2,Kadokawa Shoten,Regista,7.066666666666666,7.833333333333333,0.01,2008.0
18630,Turbo: Super Stunt Squad,X360,D3Publisher,Monkey Bar Games,6.8,6.966666666666666,0.01,2013.0
18631,Chaos;Child: Love Chu Chu!!,PSV,5pb,5pb. Inc.,6.066666666666666,7.266666666666667,0.01,2017.0
18632,Sekirei: Mirai Kara no Okurimono,PS2,Alchemist,Alchemist,7.6000000000000005,6.166666666666667,0.01,2009.0
18633,Ultimate Board Game Collection,PS2,Valcon Games,Jack of All Games,3.0,7.166666666666667,0.01,2006.0
18634,Dinotopia: The Sunstone Odyssey,XB,TDK Mediactive,Vicious Cycle,5.233333333333333,5.266666666666667,0.01,2003.0
18635,Mothergunship,XOne,Sold Out,Grip Games,7.7,7.6,0.01,2018.0
18636,Idol Janshi Suchie-Pai IV,PS2,Jaleco,Jaleco Entertainment,6.333333333333333,7.566666666666667,0.01,2007.0
18637,Natsuzora no Monologue,PSP,Otomate,Unknown,8.700000000000001,7.933333333333334,0.01,2013.0
18638,Kenka Banchou Portable,PSP,Spike,Spike,7.866666666666667,7.533333333333334,0.01,2009.0
18639,Monster Jam,PC,Activision,Torus Games,6.0,7.466666666666666,0.01,2007.0
18640,Ishin Renka: Ryouma Gaiden,PSP,D3 Publisher,Vridge,6.7,7.433333333333334,0.01,2010.0
18641,The Chronicles of Riddick: Assault on Dark Athena,PC,Atari,Starbreeze Studios AB,8.0,7.533333333333334,0.01,2009.0
18642,Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,Namco Bandai Games,CyberConnect2,8.333333333333334,7.466666666666666,0.01,2016.0
18643,NHL 2K7,XB,2K Sports,2K Sports,7.7,7.0,0.01,2006.0
18644,Dramatical Murder Re:code,PSV,Nitroplus,Unknown,8.766666666666667,6.533333333333334,0.01,2014.0
18645,Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,PSP,Idea Factory,Unknown,5.666666666666667,4.733333333333333,0.01,2013.0
18646,Powerdrome,XB,Mud Duck Productions,Argonaut Games,5.533333333333334,6.366666666666667,0.01,2004.0
18647,Fallout Anthology,PC,Bethesda Softworks,Bethesda Softworks,5.533333333333334,3.3333333333333335,0.01,2015.0
18648,Let's Sing 2019,Wii,Ravenscourt,Ravenscourt,8.466666666666667,7.733333333333333,0.01,2018.0
18649,Moonlighter,PS4,Merge Games,Digital Sun,8.1,9.0,0.01,2018.0
18650,Monster Bomber,DS,Majesco,Taito Corporation,4.5,7.233333333333334,0.01,2006.0
18651,Hakuoki: Stories of the Shinsengumi,PS3,Aksys Games,Idea Factory,6.266666666666667,5.933333333333334,0.01,2014.0
18652,Hanasaku Manimani,PSV,5pb,5pb. Inc.,7.566666666666666,6.933333333333334,0.01,2014.0
18653,The Lost Child,PSV,Kadokawa Games,Crim,7.466666666666666,6.566666666666666,0.01,2017.0
18654,Wand of Fortune,PS2,Idea Factory,Idea Factory,7.733333333333333,7.400000000000001,0.01,2009.0
18655,Arabians Lost: The Engagement on Desert,PSP,Quinrose,Unknown,6.966666666666666,7.6000000000000005,0.01,2012.0
18656,Borderlands: Game of the Year Edition,PS3,2K Games,Gearbox Software,8.466666666666667,7.933333333333334,0.01,2010.0
18657,Ride,X360,Milestone S.r.l.,Milestone S.r.l.,6.733333333333333,7.033333333333334,0.01,2015.0
18658,Monster High: New Ghoul in School,Wii,Little Orbit,Torus Games,6.3999999999999995,7.233333333333334,0.01,2015.0
18659,S.Y.K: Shinsetsu Saiyuuki Portable,PSP,Idea Factory,Idea Factory,7.566666666666667,6.433333333333334,0.01,2010.0
18660,Cross Edge Dash,X360,Compile Heart,Compile Heart,8.366666666666665,7.7,0.01,2009.0
18661,"Crouching Tiger, Hidden Dragon",XB,Ubisoft,Genki,4.8,7.433333333333334,0.01,2003.0
18662,Fullmetal Alchemist: Trading Card Game,DS,Destineer,Magellan Interactive,5.5,6.366666666666667,0.01,2007.0
18663,Meru Purana,PS,Gust,Gust,7.133333333333333,8.133333333333333,0.01,1996.0
18664,Occultic;Nine,PS4,5pb,5pb. Inc.,5.6000000000000005,7.466666666666666,0.01,2017.0
18665,Super Bubble Pop,XB,Jaleco,Runecraft,2.0,7.5,0.01,2002.0
18666,Akatsuki no Amaneka to Aoi Kyojin,PSP,CyberFront,Kogado Software Products,5.3,6.8,0.01,2010.0
18667,Winx Club: Saving Alfea,3DS,Namco Bandai Games,Little Orbit,6.033333333333334,7.566666666666667,0.01,2014.0
18668,Dungeon Explorer: Warriors of Ancient Arts,PSP,Hudson Entertainment,Hudson Soft,6.1,6.6000000000000005,0.01,2008.0
18669,Cake-ya San Monogatari: Ooishii Sweets o Tsukurou!,3DS,Nippon Columbia,Nippon Columbia,8.1,8.066666666666666,0.01,2017.0
18670,Codename: Panzers Complete Collection,PC,Nordic Games,Stormregion,6.866666666666667,7.7,0.01,2016.0
18671,FlatOut: Ultimate Carnage,PC,Empire Interactive,Bugbear Entertainment,7.8,2.466666666666667,0.01,2008.0
18672,All-Star Fruit Racing,NS,PQube,3DClouds.it,5.3999999999999995,6.466666666666666,0.01,2018.0
18673,John Daly's ProStroke Golf,X360,O-Games,Gusto Games,5.7,8.3,0.01,2010.0
18674,thinkSMART: Chess for Kids,DS,Mentor Interactive,Mentor Interactive,6.366666666666667,7.433333333333333,0.01,2011.0
18675,Aladdin Magic Racer,Wii,Big Ben Interactive,Red Wagon,7.333333333333333,7.666666666666667,0.01,2011.0
18676,Darkened Skye,GC,Simon & Schuster Interactive,Boston Animation,6.0,6.6000000000000005,0.01,2002.0
18677,Has-Been Heroes,PC,GameTrust,Frozenbyte,5.8999999999999995,7.0,0.01,2017.0
18678,Rugby League Live 3,XOne,Tru Blu Entertainment,Big Ant Studios,5.733333333333333,7.8,0.01,2015.0
18679,Sakura-Sou no Pet na Kanojo,PSV,Kadokawa Games,Unknown,6.733333333333333,7.366666666666667,0.01,2013.0
18680,Warriors Orochi 3,NS,Tecmo Koei,Omega Force,8.0,7.066666666666666,0.01,2017.0
18681,Wand of Fortune: Mirai e no Prologue,PS2,Idea Factory,Idea Factory,7.733333333333333,7.400000000000001,0.01,2010.0
18682,Candle: The Power of the Flame,NS,Merge Games,Teku Studios,7.2,7.4,0.01,2018.0
18683,Battlestations: Midway,PC,Eidos Interactive,Eidos Hungary,7.7,7.3,0.01,2007.0
18684,Nova Usagi no Game de Ryuugaku!? DS,DS,Konami,Konami,7.166666666666667,6.633333333333333,0.01,2007.0
18685,Rugby World Cup 2015,PC,Big Ben Interactive,HB Studios,3.6,6.366666666666667,0.01,2015.0
18686,Heart no Kuni no Alice,PSP,Prototype,Prototype,8.333333333333334,7.266666666666667,0.01,2009.0
18687,Petz: Hamsterz Life 2,GBA,Ubisoft,Jorudan,7.633333333333333,6.7,0.01,2007.0
18688,San-X: Chara Sagashi Land,DS,MTO,MTO,8.333333333333334,7.333333333333333,0.01,2007.0
18689,Crayola Scoot,NS,Outright Games,Outright Games,6.733333333333333,7.933333333333334,0.01,2018.0
18690,Memories Off,PSP,5pb,5pb. Games,7.366666666666667,6.5,0.01,2008.0
18691,Tenchu San Portable,PSP,From Software,From Software,7.266666666666667,7.0,0.01,2009.0
18692,Onimusha: Warlords,NS,Capcom,Capcom,7.1,6.5,0.01,2019.0
18693,Vitamin X,PS2,D3 Publisher,HuneX,8.066666666666666,7.533333333333334,0.01,2007.0
18694,The Princess Guide,PS4,NIS America,Nippon Ichi Software,7.866666666666667,7.666666666666667,0.01,2019.0
18695,The Wild West,DS,Majesco,Happy Happening,3.5,7.466666666666666,0.01,2007.0
18696,Saint Seiya Omega: Ultimate Cosmo,PSP,Namco Bandai Games,Unknown,7.666666666666667,7.366666666666667,0.01,2012.0
18697,Command & Conquer Renegade,PC,Electronic Arts,Westwood Studios,8.5,7.666666666666667,0.01,2002.0
18698,Juiced 2: Hot Import Nights,PC,THQ,Juice Games,6.733333333333333,8.3,0.01,2008.0
18699,Wordhunters,PS4,Wired Productions,thumbfood Ltd.,7.666666666666667,6.366666666666667,0.01,2018.0
18700,Farming Simulator 2014,PSV,Focus Home Interactive,Giants Software,6.8,6.166666666666667,0.01,2014.0
18701,Sakigake!! Otokojuku - Nihon yo Kore ga Otoko Dearu!,PS3,Namco Bandai Games,Unknown,8.033333333333333,7.366666666666667,0.01,2014.0
18702,Space Hulk,PSV,Funbox Media,Electronic Arts,7.233333333333333,7.2,0.01,2015.0
18703,Teenage Mutant Ninja Turtles (3DS),3DS,Activision,Magic Pockets,7.566666666666666,5.766666666666667,0.01,2013.0
18704,Time Leap,X360,Prototype,Prototype,7.133333333333333,7.966666666666668,0.01,2009.0
18705,"Shinobi, Koi Utsutsu: Kanmitsu Hana Emaki",PSV,Idea Factory,Idea Factory,7.766666666666667,7.099999999999999,0.01,2017.0
18706,The Godfather (JP sales),X360,Electronic Arts,Headgate,5.466666666666666,7.266666666666667,0.01,2006.0
18707,Poker for Dummies,PC,Electronic Arts,Electronic Arts,5.8999999999999995,6.099999999999999,0.01,2008.0
18708,World Heroes Anthology,PS2,SNK Playmore,SNK Playmore Corporation,5.3,7.999999999999999,0.01,2008.0
18709,Doukoku Soshite... Doukoku Soshite...,PS4,El Dia,El Dia,7.133333333333333,7.1000000000000005,0.01,2018.0
18710,th!nk Logic Trainer,Wii,Conspiracy Entertainment,Conspiracy Entertainment,8.233333333333333,8.066666666666666,0.01,2009.0
18711,Routes PE,PS2,Aquaplus,Aquaplus,6.533333333333334,7.3999999999999995,0.01,2007.0
18712,"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",DS,Konami,Konami,5.5,7.233333333333334,0.01,2009.0
18713,Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,DS,D3 Publisher,D3 Publisher,7.466666666666666,7.300000000000001,0.01,2009.0
18714,Railfan,PS3,Ongakukan,Ongakukan,5.966666666666666,7.966666666666666,0.01,2006.0
18715,Soni Pro,3DS,imageepoch Inc.,imageepoch Inc.,8.833333333333334,8.233333333333333,0.01,2014.0
18716,Akatsuki no Goei Trinity,PSP,5pb,Unknown,7.6000000000000005,6.900000000000001,0.01,2012.0
18717,Deal or No Deal,PC,Global Star Software,Global Star Software,3.1,6.466666666666666,0.01,2006.0
18718,ESPN NBA 2Night 2002,XB,Konami,Konami Computer Entertainment Osaka,5.866666666666667,5.533333333333334,0.01,2002.0
18719,Virtua Quest,GC,Sega,Artificial Mind and Movement,5.4,7.166666666666667,0.01,2005.0
18720,Hoshigami: Ruining Blue Earth Remix,DS,Aksys Games,Barnhouse Effect,5.6,6.066666666666667,0.01,2007.0
18721,The Ultimate Battle of the Sexes,Wii,SVG Distribution,Mastertronic,4.5,7.133333333333333,0.01,2011.0
18722,Golden Time: Vivid Memories,PSV,ASCII Media Works,Unknown,6.3999999999999995,7.166666666666667,0.01,2014.0
18723,Kono Subarashii Sekai ni Shukufuku o! Kono Yokubukai Game ni Shinpan o!,PS4,5pb,5pb. Inc.,5.766666666666667,6.933333333333334,0.01,2017.0
18724,Gobliiins 4,PC,Kalypso,Societe Pollene,6.8,7.166666666666667,0.01,2009.0
18725,Horse Life 4,3DS,Independent Arts Software GmbH,Ravenscourt,4.766666666666667,8.0,0.01,2015.0
18726,Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,PSP,CyberFront,CyberFront,7.833333333333333,5.6000000000000005,0.01,2009.0
18727,Superstars V8 Racing,X360,Black Bean Games,Milestone S.r.l,5.5,6.1000000000000005,0.01,2009.0
18728,Tenjin Ranman: Happy GO Lucky!!,PSP,Russel,Russel,6.7,7.666666666666667,0.01,2010.0
18729,The Train Giant,PC,Ascaron Entertainment,UIG Entertainment,4.266666666666667,6.933333333333333,0.01,2012.0
18730,"Element Girl: Love, Fashion and Friends",DS,DTP Entertainment,Edios Interactive,7.8999999999999995,6.566666666666667,0.01,2008.0
18731,Getsuei Gakuen: kou,PSV,Arc System Works,Unknown,6.466666666666666,6.3999999999999995,0.01,2013.0
18732,Tour de France 2014,PS3,Focus Home Interactive,Cyanide Studio,6.333333333333333,6.3999999999999995,0.01,2014.0
18733,Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,PSV,Tecmo Koei,Gust,7.433333333333334,7.2,0.01,2017.0
18734,The Cages: Pro Style Batting Practice,Wii,Konami,Konami,5.566666666666666,6.8,0.01,2010.0
18735,Flowers,PSV,Prototype,Prototype,5.966666666666666,8.066666666666668,0.01,2014.0
18736,Capcom Beat 'Em Up Bundle,NS,Capcom,Capcom,7.8,8.1,0.01,2018.0
18737,Cars 3: Driven to Win,PS3,Warner Bros. Interactive Entertainment,Avalanche Software,6.333333333333333,6.066666666666666,0.01,2017.0
18738,Jake Hunter Detective Story: Prism of Eyes,NS,Arc System Works,Arc System Works,3.6333333333333333,6.566666666666667,0.01,2018.0
18739,Mega Man X Legacy Collection 2,NS,Capcom,Capcom,6.0,6.6,0.01,2018.0
18740,Shin Sangoku Musou 4 Special,X360,KOEI,Omega Force,8.1,7.2,0.01,2005.0
18741,Tokyo Xanadu: Sakura Festival Package,PSV,Nihon Falcom Corporation,Unknown,6.0,5.333333333333333,0.01,2016.0
18742,Bullet Soul,X360,5pb,Tachyon Inc.,7.566666666666667,7.466666666666666,0.01,2016.0
18743,G1 Jockey 4 2007,PS2,KOEI,Koei/Inis,5.6000000000000005,6.066666666666666,0.01,2007.0
18744,Le Tour de France 2017,PC,Focus Home Interactive,Cyanide Studio,8.299999999999999,6.633333333333333,0.01,2017.0
18745,Assassin's Creed Chronicles,XOne,Ubisoft,Climax Studios,7.133333333333333,7.2,0.01,2016.0
18746,Battle Garegga Rev.2016,PS4,M2,Arc System Works,6.666666666666667,7.7,0.01,2016.0
18747,Heart no Kuni no Alice: Wonderful Twin World,PSP,Quinrose,Unknown,7.7,6.8,0.01,2014.0
18748,Madagascar: Escape 2 Africa,PC,Activision,Aspyr,4.3,6.633333333333334,0.01,2008.0
18749,Icewind Dale II,PC,Interplay,Black Isle Studios,9.0,7.266666666666667,0.01,2002.0
18750,Wade Hixton's Counter Punch,GBA,"Destination Software, Inc",Inferno Games,8.0,7.533333333333334,0.01,2004.0
18751,Junjou Romanchika: Koi no Doki Doki Daisakusen,PS2,Marvelous Interactive,Marvelous Interactive,6.733333333333334,7.400000000000001,0.01,2008.0
18752,Tropico 3: Gold Edition,PC,Kalypso,Haemimont Games,7.933333333333334,7.466666666666666,0.01,2010.0
18753,Shin Koihime Musou: Otome Taisen * Sangokushi Engi,PS3,Views,Unknown,6.466666666666666,8.200000000000001,0.01,2014.0
18754,Luxor: Pharaoh's Challenge,DS,Mumbo Jumbo,Mac Play,6.8,8.466666666666667,0.01,2007.0
18755,Outdoors Unleashed: Alaska 3D,3DS,Mastiff,Mastiff,6.2,7.199999999999999,0.01,2011.0
18756,Winning Post 8 2018,NS,Koei Tecmo,Koei Tecmo Games,7.5,7.766666666666667,0.01,2018.0
18757,Gardening Mama 2: Forest Friends,3DS,Majesco Entertainment,Cooking Mama Ltd.,8.166666666666666,8.566666666666666,0.01,2014.0
18758,S??bastien Loeb Rally EVO,XOne,Square Enix,Milestone S.r.l,8.066666666666668,7.6000000000000005,0.01,2016.0
18759,Heart no Kuni no Alice,PS2,Prototype,Prototype,8.333333333333334,7.266666666666667,0.01,2008.0
18760,Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,PS2,Capcom,Capcom,7.566666666666666,5.233333333333333,0.01,2007.0
18761,Juggler DS,DS,Commseed,Commseed,3.533333333333333,6.5,0.01,2008.0
18762,The Eye of Judgment: Legends,PSP,Sony Computer Entertainment,SCE Japan Studio,6.833333333333333,7.333333333333333,0.01,2010.0
18763,Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,Marvelous Interactive,Marvelous Interactive,7.366666666666667,7.2,0.01,2008.0
18764,Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. & Zoku: Oatome Set,PS4,5pb,5pb. Inc.,7.233333333333333,6.733333333333334,0.01,2017.0
18765,Alone in the Dark (2008),PC,Atari,Eden Studios,6.7,6.2,0.01,2008.0
18766,Mothergunship,PS4,Sold Out,Grip Games,7.8,5.3,0.01,2018.0
18767,Razor Freestyle Scooter,GBA,Crave Entertainment,Crawfish Interactive,6.1000000000000005,8.8,0.01,2001.0
18768,Who Wants to be a Millionaire: 2nd Edition,DS,Ubisoft,Route 1 Games,7.433333333333334,6.566666666666666,0.01,2008.0
18769,Winning Eleven: Pro Evolution Soccer 2007,PC,Konami,Konami Computer Entertainment Tokyo,7.7,7.766666666666667,0.01,2007.0
18770,Vitamin Y,DS,D3 Publisher,HuneX,8.4,7.533333333333334,0.01,2008.0
18771,Egg Mania: Eggstreme Madness,GC,Kemco,HotGen Studios,5.3,6.6000000000000005,0.01,2002.0
18772,Rugby Challenge 3,XOne,Alternative Software,Wicked Witch Software,7.733333333333333,7.566666666666667,0.01,2016.0
18773,Sega Rally Revo,PC,Sega,Sega Racing Studio,7.900000000000001,7.533333333333334,0.01,2007.0
18774,Magicians Academy,PS2,Enterbrain,Enterbrain,7.333333333333333,5.433333333333334,0.01,2007.0
18775,Rabbids Invasion: The Interactive TV Show,XOne,Ubisoft,Ubisoft Paris,7.633333333333333,7.5,0.01,2014.0
18776,Memories Off #5: Togireta Film,PSP,5pb,5pb. Games,7.366666666666667,6.5,0.01,2009.0
18777,Exstetra,3DS,FuRyu Corporation,Studio Saizensen,6.6000000000000005,7.333333333333333,0.01,2013.0
18778,Farming 2017 - The Simulation,PS4,UIG Entertainment,UIG Entertainment,7.133333333333333,6.833333333333333,0.01,2016.0
18779,Lucian Bee's: Resurrection Supernova,PS2,5pb,HuneX,5.0,4.533333333333334,0.01,2009.0
18780,Zombi,XOne,Ubisoft,Ubisoft Montpellier,7.2,6.3,0.01,2016.0
18781,Grand Prix Legends,PC,Sierra Entertainment,Papyrus,6.966666666666666,8.133333333333333,0.01,1998.0
18782,Transformers: Fall of Cybertron,PC,Activision,High Moon Studios,7.8,7.8,0.01,2012.0
18783,Tsukigime Ranko's Longest Day,PS3,Namco Bandai Games,Unknown,7.166666666666667,7.466666666666666,0.01,2014.0
18784,Pro Evolution Soccer 2010,PC,Konami,Konami,6.733333333333333,5.933333333333334,0.01,2009.0
18785,Smart Boy's Winter Wonderland,DS,UFO Interactive,Starfish Inc.,7.233333333333333,7.366666666666667,0.01,2008.0
18786,Teenage Mutant Ninja Turtles,VC,Konami Digital Entertainment,Konami,5.6000000000000005,7.233333333333334,0.01,2007.0
18787,WSC REAL 09: World Snooker Championship,PS3,Deep Silver,Blade Interactive,8.633333333333335,7.3,0.01,2009.0
18788,Ken ga Kimi: Momoyo Tsuzuri,PSV,Rejet,Unknown,6.433333333333334,7.2,0.01,2016.0
18789,Tokimeki Restaurant: Project Tristars,PSV,KOEI,Ruby Party,7.2,8.3,0.01,2018.0
18790,Aiyoku no Eustia,PSV,Dramatic Create,August,5.3999999999999995,6.966666666666666,0.01,2014.0
18791,Captain Rainbow,Wii,Nintendo,skip Ltd.,7.0,7.6000000000000005,0.01,2008.0
18792,DoDonPachi Daifukkatsu: Black Label,X360,Cave,Cave,5.6000000000000005,8.233333333333333,0.01,2011.0
18793,Dragon Ball Z for Kinect,X360,Namco Bandai Games,Unknown,6.366666666666667,7.3999999999999995,0.01,2012.0
18794,Re:Zero - Kara Hajimeru Isekai Seikatsu - Death or Kiss,PS4,5pb,MAGES,5.066666666666666,5.666666666666667,0.01,2017.0
18795,Space Raiders,GC,Mastiff,Taito Corporation,2.9,6.366666666666667,0.01,2004.0
18796,"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",PSV,Idea Factory,Unknown,5.666666666666667,4.733333333333333,0.01,2015.0
18797,Ishin no Arashi: Shippuu Ryuumeden,DS,Tecmo Koei,Tecmo Koei Games,6.8,6.333333333333333,0.01,2010.0
18798,Taishou Mebiusline: Teito Bibouroku Hare,PSV,Dramatic Create,Dramatic Create,7.733333333333334,7.333333333333333,0.01,2017.0
18799,Dengeki Gakuen RPG: Cross of Venus Special,DS,ASCII Media Works,ASCII Media Works,7.0,7.333333333333333,0.01,2011.0
18800,Muv-Luv Alternative,PS3,5pb,Unknown,7.733333333333333,7.466666666666666,0.01,2012.0
18801,Touhou Genso Wanderer Tod: Reloaded,PSV,Mediascape,Unknown,5.666666666666667,7.666666666666667,0.01,2016.0
18802,"Tsumigui: Sen no Noroi, Sen no Inori for V",PSV,Dramatic Create,Dramatic Create,7.733333333333334,6.0,0.01,2017.0
18803,Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,PSP,Broccoli,Unknown,7.066666666666666,7.2,0.01,2012.0
18804,Case Closed: One Truth Prevails,Wii,Nobilis,Marvelous Interactive,7.333333333333333,7.966666666666666,0.01,2009.0
18805,F1 2018,PC,Codemasters,Codemasters Birmingham,8.3,7.6,0.01,2018.0
18806,Bomberman,Wii,Hudson Entertainment,Hudson Soft,6.2,6.766666666666666,0.01,2008.0
18807,Slotter Mania P: Tetsuya Shinjuku vs Ueno,PSP,Dorart,Dorart,7.8999999999999995,6.566666666666667,0.01,2010.0
18808,Slotter Mania P: Tetsuya Shinjuku vs Ueno,PSP,Dorart,Unknown,6.733333333333334,6.366666666666667,0.01,2010.0
18809,Clive Barker's Jericho,PC,Codemasters,Mercury Steam / Alchemic Productions,6.4,6.833333333333333,0.01,2007.0
18810,Legends of Oz: Dorothy's Return,3DS,GameMill,"Black Lantern Studios, Inc.",7.333333333333333,6.866666666666667,0.01,2014.0
18811,Micro Machines V4,PS2,Codemasters,Supersonic Software,7.0,7.5,0.01,2006.0
18812,Minds and Mystery: 5 Game Pack,PC,Focus Multimedia,Focus Multimedia,7.3999999999999995,8.5,0.01,2014.0
18813,Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four,PS2,Paon,Paon Corporation,7.266666666666666,7.866666666666667,0.01,2008.0
18814,Unending Bloody Call,PSP,Asgard,Unknown,8.1,7.599999999999999,0.01,2012.0
18815,Shutsugeki! Otometachi no Senjou 2: Ikusabana no Kizuna,PSP,System Soft,System Soft,7.3,8.1,0.01,2011.0
18816,Snood 2: On Vacation,GBA,DSI Games,Rebellion Developments,6.833333333333333,5.966666666666666,0.01,2005.0
18817,The Land Before Time: Into the Mysterious Beyond,GBA,Game Factory,Sirius Games,6.733333333333333,6.866666666666667,0.01,2006.0
18818,Gal Gun 2,PS4,PQube,Inti Creates,4.933333333333334,6.8999999999999995,0.01,2018.0
